Core,Colony,TimePoint,Sample.Time,Date,C.SH,D.SH,Tot.SH,D.Prp,Bleached_1,Experiment,Temperature,Bleaching,Tre_1,Rep_1,Tre_2,Tre_3,Rep_3,,Tre_4
S6-16,S6,T15,T15_S6-16,2016-09-26,0.0003630704,0.0023291822,0.0026922527,0.8651425144,No,Nutrients2,26,Control,Extra,1,Control,Control,2,,
S6-16,S6,T20,T20_S6-16,2017-06-01,0.0232694473,0.0047524555,0.0280219028,0.1695978869,No,Nutrients2,32,Bleaching,Extra,1,Control,Control,2,,
S6-19,S6,T20,T20_S6-19,2017-06-01,0.0133741187,0.0465456586,0.0599197773,0.7767995921,No,Nutrients2,32,Bleaching,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T13,T13_S6-19,2016-06-13,0.0003719976,0.0129002311,0.0132722287,0.9719717344,No,Nutrients2,27,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T14,T14_S6-19,2016-07-19,0,0.0996201983,0.0996201983,1,No,Nutrients2,27,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T2,T2_S6-19,2015-09-17,6.15960967768228E-05,0.0079168466,0.0079784427,0.9922796843,No,Nutrients1,26,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T1,T1_S6-19,2015-08-04,0,0.0147842373,0.0147842373,1,No,Nutrients1,26,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T23,T23_S6-19,2017-06-15,0.0005029918,0.0225497364,0.0230527282,0.9781808133,No,Nutrients2,32,Bleaching,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T0,T0_S6-19,2015-06-30,0,0.008034223,0.008034223,1,No,Nutrients1,26,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T12,T12_S6-19,2016-05-26,8.04836443167378E-06,0.004944416,0.0049524643,0.9983748768,No,Nutrients1,27,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T16,T16_S6-19,2017-03-23,0.0012369117,0.0052750782,0.0065119899,0.8100562662,No,Nutrients2,26,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T4,T4_S6-19,2015-12-12,0,0.0145168544,0.0145168544,1,No,Nutrients1,26,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T17,T17_S6-19,2017-05-11,0.0288835182,0.0631184835,0.0920020017,0.6860555459,No,Nutrients2,26,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T24,T24_S6-19,2017-07-20,0,0.0031685124,0.0031685124,1,No,Mcav,26,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T3,T3_S6-19,2015-10-21,0,0.0312039358,0.0312039358,1,No,Nutrients1,26,Control,CO2,1,Control,Control,1,,Ssid
S6-19,S6,T15,T15_S6-19,2016-09-26,0,0.0009981394,0.0009981394,1,No,Nutrients2,26,Control,CO2,1,Control,Control,1,,Ssid
S6-22,S6,T13,T13_S6-22,2016-06-13,0.0004326396,0.0193457982,0.0197784378,0.9781256937,No,Nutrients2,27,Control,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T0,T0_S6-22,2015-06-30,0,0.0064074449,0.0064074449,1,No,Nutrients1,26,Control,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T3,T3_S6-22,2015-10-21,0.0006009611,0.051310445,0.0519114061,0.9884233325,No,Nutrients1,26,Control,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T23,T23_S6-22,2017-06-15,0.0002607245,0.0236831002,0.0239438247,0.989110991,No,Nutrients2,32,Bleaching,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T14,T14_S6-22,2016-07-19,5.34012287111719E-05,0.0245899142,0.0246433154,0.9978330339,No,Nutrients2,27,Control,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T20,T20_S6-22,2017-06-01,0.0006600468,0.0137932019,0.0144532487,0.9543322854,No,Nutrients2,32,Bleaching,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T2,T2_S6-22,2015-09-17,0,0.008237434,0.008237434,1,No,Nutrients1,26,Control,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T16,T16_S6-22,2017-03-23,0.0001009435,0.0037983221,0.0038992656,0.9741121806,No,Nutrients2,26,Control,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T1,T1_S6-22,2015-08-04,0,0.0069303462,0.0069303462,1,No,Nutrients1,26,Control,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T12,T12_S6-22,2016-05-26,0,0.0072448373,0.0072448373,1,No,Nutrients1,27,Control,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T17,T17_S6-22,2017-05-11,0.0020584482,0.0250838692,0.0271423173,0.9241609273,No,Nutrients2,26,Control,CO2,2,Control,Control,2,,Mcav
S6-22,S6,T15,T15_S6-22,2016-09-26,0,0.0019125026,0.0019125026,1,No,Nutrients2,26,Control,CO2,2,Control,Control,2,,Mcav
S2-1,S2,T13,T13_S2-1,2016-06-13,0.0004088726,0.0129563446,0.0133652172,0.96940771,Yes,Nutrients2,27,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T5,T5_S2-1,2016-01-14,0,0.0049104012,0.0049104012,1,Yes,Nutrients1,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T16,T16_S2-1,2017-03-23,0,0.0027552089,0.0027552089,1,Yes,Nutrients2,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T12,T12_S2-1,2016-05-26,0,0.0037017613,0.0037017613,1,Yes,Nutrients1,27,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T4,T4_S2-1,2015-12-12,0,0.0065114023,0.0065114023,1,Yes,Nutrients1,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T10,T10_S2-1,2016-02-22,0,0.0018744509,0.0018744509,1,Yes,Nutrients1,32,Bleaching,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T9,T9_S2-1,2016-02-12,0,0.0155841461,0.0155841461,1,Yes,Nutrients1,32,Bleaching,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T15,T15_S2-1,2016-09-26,0,0.009922692,0.009922692,1,Yes,Nutrients2,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T2,T2_S2-1,2015-09-17,0,0.0172148298,0.0172148298,1,Yes,Nutrients1,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T20,T20_S2-1,2017-06-01,0,0.0570584394,0.0570584394,1,Yes,Nutrients2,32,Bleaching,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T23,T23_S2-1,2017-06-15,0,0.0050953217,0.0050953217,1,Yes,Nutrients2,32,Bleaching,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T11,T11_S2-1,2016-04-05,0,0.0033792834,0.0033792834,1,Yes,Nutrients1,27,Recovery ,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T17,T17_S2-1,2017-05-11,0,0.0376418088,0.0376418088,1,Yes,Nutrients2,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T26,T26_S2-1,2018-01-22,0,0.002605925,0.002605925,1,Yes,Mcav,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T3,T3_S2-1,2015-10-21,0,0.01964215,0.01964215,1,Yes,Nutrients1,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T24,T24_S2-1,2017-07-20,0,0.0043403571,0.0043403571,1,Yes,Mcav,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T1,T1_S2-1,2015-08-04,0,0.0083493963,0.0083493963,1,Yes,Nutrients1,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T0,T0_S2-1,2015-06-30,2.56507023340289E-06,0.0052557225,0.0052582876,0.9995121853,Yes,Nutrients1,26,Control,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T8,T8_S2-1,2016-02-05,0,0.0321480681,0.0321480681,1,Yes,Nutrients1,32,Bleaching,Dark,2,NH4,NH4,2,,Mcav
S2-1,S2,T14,T14_S2-1,2016-07-19,0,0.030763471,0.030763471,1,Yes,Nutrients2,27,Control,Dark,2,NH4,NH4,2,,Mcav
S4-26,S4,T5,T5_S4-26,2016-01-14,0.0055547107,0.000067698,0.0056224087,0.0120407383,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T17,T17_S4-26,2017-05-11,0,0.039748978,0.039748978,1,Yes,Nutrients2,26,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T0,T0_S4-26,2015-06-30,0.0013943522,0.010252651,0.0116470032,0.8802823218,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T26,T26_S4-26,2018-01-22,0,0.0017735849,0.0017735849,1,Yes,Mcav,26,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T12,T12_S4-26,2016-05-26,0,0.0074690035,0.0074690035,1,Yes,Nutrients1,27,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T15,T15_S4-26,2016-09-26,0,0.0016183734,0.0016183734,1,Yes,Nutrients2,26,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T13,T13_S4-26,2016-06-13,0.0002535209,0.0100748276,0.0103283485,0.9754538763,Yes,Nutrients2,27,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T16,T16_S4-26,2017-03-23,0,0.0012053425,0.0012053425,1,Yes,Nutrients2,26,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T4,T4_S4-26,2015-12-12,0.0050989038,0.0008366435,0.0059355473,0.1409547423,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T23,T23_S4-26,2017-06-15,3.22313816055723E-05,0.0022462512,0.0022784825,0.9858540142,Yes,Nutrients2,32,Bleaching,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T8,T8_S4-26,2016-02-05,0.0005514307,0.0001289298,0.0006803604,0.1895021655,Yes,Nutrients1,32,Bleaching,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T11,T11_S4-26,2016-04-05,0,0.0052882162,0.0052882162,1,Yes,Nutrients1,27,Recovery ,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T14,T14_S4-26,2016-07-19,0,0.0063280582,0.0063280582,1,Yes,Nutrients2,27,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T9,T9_S4-26,2016-02-12,0,8.95088909734251E-05,8.95088909734251E-05,1,Yes,Nutrients1,32,Bleaching,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T20,T20_S4-26,2017-06-01,0,0.009151538,0.009151538,1,Yes,Nutrients2,32,Bleaching,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T2,T2_S4-26,2015-09-17,0.002173419,0.0020896187,0.0042630377,0.4901712964,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T1,T1_S4-26,2015-08-04,0.0050141521,0.0293479444,0.0343620965,0.8540789826,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,Ssid
S4-26,S4,T3,T3_S4-26,2015-10-21,0.003805216,0.0018975122,0.0057027281,0.3327376172,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,Ssid
S6-15,S6,T2,T2_S6-15,2015-09-17,0.000138325,0.0090305801,0.0091689052,0.9849136803,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T12,T12_S6-15,2016-05-26,0,0.0156531135,0.0156531135,1,Yes,Nutrients1,27,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T10,T10_S6-15,2016-02-22,0,0.0008550682,0.0008550682,1,Yes,Nutrients1,32,Bleaching,Fe,2,NH4,NH4,2,,
S6-15,S6,T5,T5_S6-15,2016-01-14,0.0004050839,0.006233053,0.0066381369,0.9389762646,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T0,T0_S6-15,2015-06-30,0.000085748,0.0099162201,0.010001968,0.991426891,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T4,T4_S6-15,2015-12-12,0.0001883484,0.0090700712,0.0092584195,0.9796565332,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T16,T16_S6-15,2017-03-23,0,0.0013952058,0.0013952058,1,Yes,Nutrients2,26,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T17,T17_S6-15,2017-05-11,0,0.0749122925,0.0749122925,1,Yes,Nutrients2,26,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T1,T1_S6-15,2015-08-04,0.0002972516,0.0367963327,0.0370935843,0.9919864409,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T15,T15_S6-15,2016-09-26,0,0.0109008221,0.0109008221,1,Yes,Nutrients2,26,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T13,T13_S6-15,2016-06-13,0.0003621189,0.0128665573,0.0132286762,0.9726262208,Yes,Nutrients2,27,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T23,T23_S6-15,2017-06-15,0,0.0167035067,0.0167035067,1,Yes,Nutrients2,32,Bleaching,Fe,2,NH4,NH4,2,,
S6-15,S6,T3,T3_S6-15,2015-10-21,0.0003914686,0.0109782197,0.0113696883,0.9655690963,Yes,Nutrients1,26,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T20,T20_S6-15,2017-06-01,0,0.0197044949,0.0197044949,1,Yes,Nutrients2,32,Bleaching,Fe,2,NH4,NH4,2,,
S6-15,S6,T24,T24_S6-15,2017-07-20,0,0.0049014343,0.0049014343,1,Yes,Mcav,26,Control,Fe,2,NH4,NH4,2,,
S6-15,S6,T9,T9_S6-15,2016-02-12,0,0.0129733736,0.0129733736,1,Yes,Nutrients1,32,Bleaching,Fe,2,NH4,NH4,2,,
S6-15,S6,T8,T8_S6-15,2016-02-05,3.89715517286013E-05,0.0068929548,0.0069319263,0.9943779622,Yes,Nutrients1,32,Bleaching,Fe,2,NH4,NH4,2,,
S6-15,S6,T11,T11_S6-15,2016-04-05,0,0.0584789711,0.0584789711,1,Yes,Nutrients1,27,Recovery ,Fe,2,NH4,NH4,2,,
S6-15,S6,T14,T14_S6-15,2016-07-19,0,0.0208404693,0.0208404693,1,Yes,Nutrients2,27,Control,Fe,2,NH4,NH4,2,,
S6-23,S6,T1,T1_S6-23,2015-08-04,0,0.0378066178,0.0378066178,1,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T10,T10_S6-23,2016-02-22,0,0.0018157083,0.0018157083,1,Yes,Nutrients1,32,Bleaching,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T5,T5_S6-23,2016-01-14,0,0.0258802667,0.0258802667,1,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T13,T13_S6-23,2016-06-13,0.0002024513,0.0068618768,0.0070643282,0.9713417427,Yes,Nutrients2,27,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T3,T3_S6-23,2015-10-21,0.0002021357,0.0338084284,0.0340105642,0.9940566776,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T8,T8_S6-23,2016-02-05,1.83791837780821E-05,0.0149490707,0.0149674498,0.9987720564,Yes,Nutrients1,32,Bleaching,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T17,T17_S6-23,2017-05-11,0,0.0356243432,0.0356243432,1,Yes,Nutrients2,26,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T2,T2_S6-23,2015-09-17,0,0.0325723582,0.0325723582,1,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T12,T12_S6-23,2016-05-26,0,0.0118623979,0.0118623979,1,Yes,Nutrients1,27,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T20,T20_S6-23,2017-06-01,0,0.0370216982,0.0370216982,1,Yes,Nutrients2,32,Bleaching,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T11,T11_S6-23,2016-04-05,0,0.0239446641,0.0239446641,1,Yes,Nutrients1,27,Recovery ,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T14,T14_S6-23,2016-07-19,0.0001822964,0.01262767,0.0128099664,0.9857691733,Yes,Nutrients2,27,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T4,T4_S6-23,2015-12-12,0,0.0096550886,0.0096550886,1,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T15,T15_S6-23,2016-09-26,0,0.0064804123,0.0064804123,1,Yes,Nutrients2,26,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T16,T16_S6-23,2017-03-23,0,0.0031705531,0.0031705531,1,Yes,Nutrients2,26,Control,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T9,T9_S6-23,2016-02-12,0,0.0154067077,0.0154067077,1,Yes,Nutrients1,32,Bleaching,Control,2,NH4,NH4,2,,Mcav
S6-23,S6,T0,T0_S6-23,2015-06-30,0,0.0203286492,0.0203286492,1,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Mcav
S4-16,S4,T9,T9_S4-16,2016-02-12,1.80357284514722E-05,4.24028040171327E-05,6.0438532468605E-05,0.7015855992,Yes,Nutrients1,32,Bleaching,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T4,T4_S4-16,2015-12-12,0.0099754972,0.0001338886,0.0101093858,0.0132439852,Yes,Nutrients1,26,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T23,T23_S4-16,2017-06-15,0,0.0012984699,0.0012984699,1,Yes,Nutrients2,32,Bleaching,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T12,T12_S4-16,2016-05-26,0,0.0082435131,0.0082435131,1,Yes,Nutrients1,27,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T16,T16_S4-16,2017-03-23,0,0.001144956,0.001144956,1,Yes,Nutrients2,26,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T5,T5_S4-16,2016-01-14,0.0959605471,0.0046458422,0.1006063893,0.0461784012,Yes,Nutrients1,26,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T20,T20_S4-16,2017-06-01,0,0.0118086023,0.0118086023,1,Yes,Nutrients2,32,Bleaching,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T11,T11_S4-16,2016-04-05,0,0.0024719759,0.0024719759,1,Yes,Nutrients1,27,Recovery ,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T13,T13_S4-16,2016-06-13,0,0.1261063561,0.1261063561,1,Yes,Nutrients2,27,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T17,T17_S4-16,2017-05-11,0,0.0332680902,0.0332680902,1,Yes,Nutrients2,26,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T2,T2_S4-16,2015-09-17,0.0028915767,0.0043019525,0.0071935292,0.5980308683,Yes,Nutrients1,26,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T1,T1_S4-16,2015-08-04,0.0008782595,0.0050615701,0.0059398296,0.8521406257,Yes,Nutrients1,26,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T8,T8_S4-16,2016-02-05,0.0006114918,1.25839242279054E-05,0.0006240757,0.0201640978,Yes,Nutrients1,32,Bleaching,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T26,T26_S4-16,2018-01-22,0,0.0031223601,0.0031223601,1,Yes,Mcav,26,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T3,T3_S4-16,2015-10-21,0.0269337919,0.0019641697,0.0288979616,0.067969142,Yes,Nutrients1,26,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T14,T14_S4-16,2016-07-19,0,0.0110563423,0.0110563423,1,Yes,Nutrients2,27,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T0,T0_S4-16,2015-06-30,0.0014872016,0.0157843468,0.0172715483,0.9138929802,Yes,Nutrients1,26,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T24,T24_S4-16,2017-07-20,0,0.0053932,0.0053932,1,Yes,Mcav,26,Control,N+P,2,NH4,NH4,2,,Mcav
S4-16,S4,T15,T15_S4-16,2016-09-26,0,0.0016972157,0.0016972157,1,Yes,Nutrients2,26,Control,N+P,2,NH4,NH4,2,,Mcav
S1-15,S1,T20,T20_S1-15,2017-06-01,0.00480287,0.0003720664,0.0051749364,0.0718977679,Yes,Nutrients2,32,Bleaching,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T13,T13_S1-15,2016-06-13,0.0023499881,0.0006069315,0.0029569195,0.2052580276,Yes,Nutrients2,27,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T15,T15_S1-15,2016-09-26,0.001583782,0.0003391384,0.0019229203,0.1763663031,Yes,Nutrients2,26,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T9,T9_S1-15,2016-02-12,9.56952060036273E-05,0,9.56952060036273E-05,0,Yes,Nutrients1,32,Bleaching,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T10,T10_S1-15,2016-02-22,1.85042970111085E-06,0,1.85042970111085E-06,0,Yes,Nutrients1,32,Bleaching,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T8,T8_S1-15,2016-02-05,0.0019860768,6.27834295941148E-06,0.0019923551,0.0031512168,Yes,Nutrients1,32,Bleaching,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T0,T0_S1-15,2015-06-30,0.0019859547,0.0001821379,0.0021680926,0.0840083506,Yes,Nutrients1,26,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T24,T24_S1-15,2017-07-20,0.0014652098,5.45988467450609E-05,0.0015198086,0.0359248172,Yes,Mcav,26,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T23,T23_S1-15,2017-06-15,0.0073454841,0.0002891754,0.0076346595,0.0378766635,Yes,Nutrients2,32,Bleaching,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T26,T26_S1-15,2018-01-22,0.0002816294,6.56022769994135E-05,0.0003472317,0.1889293924,Yes,Mcav,26,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T17,T17_S1-15,2017-05-11,0.0089965592,0.0022969889,0.0112935481,0.203389485,Yes,Nutrients2,26,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T16,T16_S1-15,2017-03-23,0.0005238641,0.0001056974,0.0006295615,0.1678905839,Yes,Nutrients2,26,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T3,T3_S1-15,2015-10-21,0.0032561943,0.0001112121,0.0033674064,0.0330260317,Yes,Nutrients1,26,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T5,T5_S1-15,2016-01-14,0.0011671831,0,0.0011671831,0,Yes,Nutrients1,26,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T12,T12_S1-15,2016-05-26,0.0016233633,0.0001018174,0.0017251807,0.0590184133,Yes,Nutrients1,27,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T14,T14_S1-15,2016-07-19,0.0023060399,0.0001289796,0.0024350195,0.0529686282,Yes,Nutrients2,27,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T2,T2_S1-15,2015-09-17,0.000702349,7.0485539886871E-05,0.0007728345,0.0912039235,Yes,Nutrients1,26,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T4,T4_S1-15,2015-12-12,0.0006351549,4.41958605741809E-06,0.0006395745,0.0069101978,Yes,Nutrients1,26,Control,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T11,T11_S1-15,2016-04-05,0.0030477046,0.0003755676,0.0034232722,0.1097101215,Yes,Nutrients1,27,Recovery ,N+P,1,NH4,NH4,1,,Mcav
S1-15,S1,T1,T1_S1-15,2015-08-04,0.0006098061,0.0001656681,0.0007754742,0.2136345893,Yes,Nutrients1,26,Control,N+P,1,NH4,NH4,1,,Mcav
S2-14,S2,T3,T3_S2-14,2015-10-21,8.03143721618165E-06,0.008506994,0.0085150254,0.9990567923,Yes,Nutrients1,26,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T12,T12_S2-14,2016-05-26,0,0.0024964009,0.0024964009,1,Yes,Nutrients1,27,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T20,T20_S2-14,2017-06-01,0,0.0840428239,0.0840428239,1,Yes,Nutrients2,32,Bleaching,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T5,T5_S2-14,2016-01-14,7.09298124500219E-05,0.0070474678,0.0071183976,0.9900357051,Yes,Nutrients1,26,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T16,T16_S2-14,2017-03-23,0,0.002528058,0.002528058,1,Yes,Nutrients2,26,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T24,T24_S2-14,2017-07-20,0,0.0031778403,0.0031778403,1,Yes,Mcav,26,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T23,T23_S2-14,2017-06-15,0,0.0254261678,0.0254261678,1,Yes,Nutrients2,32,Bleaching,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T0,T0_S2-14,2015-06-30,0,0.0080801017,0.0080801017,1,Yes,Nutrients1,26,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T13,T13_S2-14,2016-06-13,0,0.017554717,0.017554717,1,Yes,Nutrients2,27,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T1,T1_S2-14,2015-08-04,0,0.0059794072,0.0059794072,1,Yes,Nutrients1,26,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T11,T11_S2-14,2016-04-05,4.68564505596814E-06,0.0029862589,0.0029909446,0.9984333895,Yes,Nutrients1,27,Recovery ,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T8,T8_S2-14,2016-02-05,1.89648677674729E-05,0.0053784038,0.0053973686,0.9964862752,Yes,Nutrients1,32,Bleaching,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T10,T10_S2-14,2016-02-22,0,0.0007106097,0.0007106097,1,Yes,Nutrients1,32,Bleaching,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T17,T17_S2-14,2017-05-11,0,0.0723176975,0.0723176975,1,Yes,Nutrients2,26,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T15,T15_S2-14,2016-09-26,8.13850662029482E-06,0.0042083905,0.004216529,0.9980698564,Yes,Nutrients2,26,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T14,T14_S2-14,2016-07-19,0,0.0113721835,0.0113721835,1,Yes,Nutrients2,27,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T4,T4_S2-14,2015-12-12,1.42509189444345E-05,0.0030931885,0.0031074394,0.9954139351,Yes,Nutrients1,26,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T2,T2_S2-14,2015-09-17,0,0.0070810711,0.0070810711,1,Yes,Nutrients1,26,Control,N+P+Food,2,NH4,NH4,2,,Ssid
S2-14,S2,T9,T9_S2-14,2016-02-12,0,0.0034180985,0.0034180985,1,Yes,Nutrients1,32,Bleaching,N+P+Food,2,NH4,NH4,2,,Ssid
